5	250	250	14.7747	13.0677	15.1348	12.1241
5	250	250	14.5306	13.4063	14.7782	12.7523
5	250	250	12.0589	11.4068	12.3249	10.828
5	250	250	11.9519	4.21235e-311	12.1518	4.21235e-311
5	250	1	12.2955	6.95088e-310	12.4043	6.95088e-310
5	250	1	14.3827	6.94297e-310	14.9657	6.94297e-310
5	250	1	14.5609	6.90331e-310	14.8658	6.90331e-310
5	250	1	14.6338	6.92759e-310	14.7545	6.92759e-310
5	250	1	14.6079	6.91797e-310	14.7884	6.91797e-310
5	250	1	14.8138	6.90271e-310	15.1606	6.90271e-310
5	250	1	14.7535	6.93023e-310	14.9997	6.93023e-310
5	250	10	14.5145	12.1831	14.6563	6.08449
5	250	250	14.8844	13.43	15.1308	12.5915
5	250	250	14.6433	13.822	14.7734	13.345
5	250	250	14.8433	13.6705	14.971	13.231
5	250	250	14.9806	13.252	15.242	12.8349
5	250	250	14.9321	13.6281	15.264	12.6888
5	250	250	14.9606	13.4569	15.1391	12.5856
